CIK,Name,Ex
945828,Amerityre Corp,dosenot
897513,Acm Municipal Securities Income Fund Inc,No 10-k
927102,Amerivest Properties Inc,No 10-k
1393816,Alternative Asset Management Acquisition Corp,No 10-k
1041580,American Water Star  Inc,No 10-k
794619,American Woodmark Corp,dosenot
1495191,Amwest Imaging Inc,dosenot
1094363,Aims Worldwide Inc,No 10-k
944248,Amx Corp,No 10-k
1273507,Wind Works Power Corp,dosenot
913957,Amreit,No 10-k
878897,American Medical Security Group Inc,No 10-k
1088781,Amazon Biotech Inc,No 10-k
1282613,American Eagle Energy Corp,dosenot
1018724,Amazon Com Inc,dosenot
1518548,Amazonica Corp,dosenot
350698,Autonation Inc,dosenot
1411158,Anacor Pharmaceuticals Inc,dosenot
940332,Anadigics Inc,dosenot
904163,American National Insurance Co,dosenot
1448301,Anchor Bancorp,dosenot
944163,Airnet Communications Corp,No 10-k
6260,Anacomp Inc,No 10-k
4811,American Consumers Inc,No 10-k
1500122,Gold Union Inc,dosenot
1176316,Access National Corp,dosenot
6494,Andrea Electronics Corp,dosenot
821026,Andersons Inc,dosenot
1128495,Anadys Pharmaceuticals Inc,dosenot
317093,Andrew Corp,No 10-k
1046002,Alliance Bancorp Of New England Inc,No 10-k
6314,Anaren  Inc,dosenot
1018840,Abercrombie & Fitch Co,dosenot
1490161,Black Ridge Oil & Gas Inc,dosenot
1491778,Angies List Inc,dosenot
815093,MGC Diagnostics Corp,dosenot
1275187,Angiodynamics Inc,dosenot
1047884,Anworth Mortgage Asset Corp,dosenot
913614,Advanced Nutraceuticals Inc,No 10-k
898437,Anika Therapeutics Inc,dosenot
1023024,Ani Pharmaceuticals Inc,dosenot
804138,American Land Lease Inc,No 10-k
753048,Axion International Holdings Inc,dosenot
6292,Analysts International Corp,dosenot
874214,Ann Inc,dosenot
1041429,Annapolis Bancorp Inc,dosenot
1415917,American Nano Silicon Technologies Inc,dosenot
1096481,Angiotech Pharmaceuticals Inc,dosenot
1452872,American Restaurant Concepts Inc,dosenot
1051628,Annuity & Life Re Holdings LTD,No 10-k
1310243,Alpha Natural Resources Inc,No 10-k
1011696,Airnet Systems Inc,No 10-k
1496690,TBSS International Inc,dosenot
351721,Advanced Neuromodulation Systems Inc,No 10-k
1057379,Hackett Group Inc,dosenot
1013462,Ansys Inc,dosenot
849433,Ansoft Corp,No 10-k
1283073,Answers Corp,dosenot
1090709,Anteon Corp,No 10-k
1163842,Anteon International Corp,No 10-k
1316175,Anthera Pharmaceuticals Inc,dosenot
6732,Lipidviro Tech Inc,dosenot
724267,Phazar Corp,dosenot
796655,Ants Software Inc,dosenot
1097575,Acunetx Inc,No 10-k
1376610,Allied Nevada Gold Corp,dosenot
353681,Anv Security Group Inc,dosenot
1160308,Mast Therapeutics Inc,dosenot
1090514,American Oriental Bioengineering Inc,dosenot
1120916,American Oil & Gas Inc,No 10-k
315293,Aon PLC,dosenot
1379400,Alpine Total Dynamic Dividend Fund,No 10-k
834933,Acm Government Opportunity Fund Inc,No 10-k
1080634,Australian Oil & Gas Corp,dosenot
918573,Avalon Oil & Gas Inc,dosenot
944020,Green Globe International Inc,No 10-k
939930,Alliance One International Inc,dosenot
1081074,Armada Oil Inc,dosenot
1544400,American Oil & Gas Inc,dosenot
1468516,Aol Inc,dosenot
1100395,America Online Latin America Inc,No 10-k
1261734,Aeolus Pharmaceuticals Inc,dosenot
1395005,Aom Minerals LTD,No 10-k
1167178,A123 Systems Inc,dosenot
1048237,Apollo Resources International Inc,No 10-k
1033523,Aurora Foods Inc,No 10-k
3753,Allen Organ Co,No 10-k
91142,Smith A O Corp,dosenot
1387467,Alpha & Omega Semiconductor LTD,dosenot
824803,Apogent Technologies Inc,No 10-k
17544,Aerotelesis Inc,No 10-k
6176,Ampco Pittsburgh Corp,dosenot
6769,Apache Corp,dosenot
1019883,Appalachian Bancshares Inc,No 10-k
949297,Apac Customer Services Inc,No 10-k
311471,Apco Oil & Gas International Inc,dosenot
1517302,Artisan Partners Asset Management Inc,dosenot
795618,Asia Pacific Fund Inc,No 10-k
773910,Anadarko Petroleum Corp,dosenot
835910,American Power Conversion Corp,No 10-k
1120102,Alamosa Holdings Inc,No 10-k
1354003,Apc Group Inc,No 10-k
2969,Air Products & Chemicals Inc,dosenot
744452,Applied Dna Sciences Inc,dosenot
1295923,Siam Imports Inc,No 10-k
1201792,American Public Education Inc,dosenot
1500861,Oz Saferooms Technologies Inc,dosenot
919808,Morgan Stanley Asia-pacific Fund Inc,No 10-k
35083,Feldt Manufacturing Co Inc,No 10-k
350832,American Pacific Corp,dosenot
724915,Sen Yu International Holdings Inc,dosenot
932699,American Power Group Corp,dosenot
820313,Amphenol Corp,dosenot
1490054,Appiphany Technologies Holdings Corp,dosenot
1096653,Ap Henderson Group,No 10-k
840319,Aphton Corp,No 10-k
1100592,Assured Pharmacy Inc,dosenot
869986,Advanced Photonix Inc,dosenot
747435,Corewafer Industries Inc,No 10-k
1130258,Acme Packet Inc,dosenot
1092914,Atlas Pipeline Partners LP,dosenot
1040721,Apolo Gold & Energy Inc,dosenot
932112,Applix Inc,No 10-k
217084,Applica Inc,No 10-k
1167419,Venaxis Inc,exists
4164,Alpine Group Inc,No 10-k
830736,Alpha Innotech Corp,No 10-k
872947,Applied Neurosolutions Inc,No 10-k
1065645,American Community Properties Trust,No 10-k
1411494,Apollo Global Management LLC,dosenot
6845,Apogee Enterprises Inc,dosenot
929887,Apollo Education Group Inc,dosenot
1336545,American Apparel Inc,dosenot
818033,Heron Therapeutics Inc,dosenot
853665,Applebees International Inc,No 10-k
1346352,Kurrant Food Enterprises Inc,No 10-k
1141399,App Pharmaceuticals Inc,No 10-k
949577,Asia Pacific Resources LTD,No 10-k
1114098,American Capital Partners Limited Inc,No 10-k
1175167,America First Apartment Investors Inc,No 10-k
1098803,Apropos Technology Inc,No 10-k
741696,Applied Signal Technology Inc,No 10-k
705868,Benda Pharmaceutical Inc,No 10-k
884269,Alpha Pro Tech LTD,dosenot
1025637,Computer Support Resources,No 10-k
1076462,Alphatrade Com,No 10-k
1114973,Advanced Power Technology Inc,No 10-k
1087277,Aptimus Inc,No 10-k
1481832,Preferred Apartment Communities Inc,dosenot
932628,Amerigas Partners LP,dosenot
1399233,A-power Energy Generation Systems LTD,No 10-k
817998,Apex Municipal Fund Inc,No 10-k
1429684,Apextalk Holdings Inc,dosenot
742248,Apex Resources Group Inc,No 10-k
1260625,China Security & Surveillance Technology Inc,dosenot
712815,Aspyra Inc,No 10-k
1114655,Aquacell Technologies Inc,No 10-k
1213111,Aqua Society Inc,No 10-k
1081242,Aquatic Cellulose International Corp,No 10-k
920854,Aquis Communications Group Inc,No 10-k
918997,Aquentium Inc,dosenot
1071806,Aquantive Inc,No 10-k
1121783,American Spectrum Realty Inc,dosenot
1023367,Aquapro Corp,No 10-k
1391135,Acquired Sales Corp,dosenot
1381324,Urban AG Corp,dosenot
1068104,Aqua Vie Beverage Corp,No 10-k
1348104,Aquacell Water Inc,No 10-k
1433270,Antero Resources Corp,dosenot
1083922,Aurasource Inc,dosenot
1138723,Accuray Inc,dosenot
109758,Arbitron Inc,dosenot
1084755,Ariba Inc,dosenot
1311953,Summit Global Logistics Inc,No 10-k
710782,Arbor Entech Corp,dosenot
7059,Strategic Rare Earth Metals Inc,No 10-k
1136655,Arbinet Corp,No 10-k
1305168,Arc Document Solutions Inc,dosenot
1287750,Ares Capital Corp,dosenot
862861,Appliance Recycling Centers Of America Inc,dosenot
1470699,Archipelago Learning Inc,dosenot
1507385,American Realty Capital Properties Inc,dosenot
1410997,American Realty Capital Trust Inc,dosenot
826326,Arc Group Worldwide Inc,dosenot
1583744,Arc Logistics Partners LP,dosenot
1123871,Arena Resources Inc,No 10-k
1515324,Ares Dynamic Credit Allocation Fund Inc,No 10-k
1109537,Road Inc,No 10-k
1013238,Aradigm Corp,dosenot
225051,Arden Group Inc,dosenot
1035443,Alexandria Real Estate Equities Inc,dosenot
876490,Ameriresource Technologies Inc,No 10-k
820901,Arete Industries Inc,dosenot
1405073,Approach Resources Inc,dosenot
1327228,Alternative Investment Partners Absolute Return Fund,No 10-k
1343668,Alternative Investment Partners Absolute Return Fund STS,No 10-k
804212,Airgas Inc,dosenot
1072313,Auriga Laboratories Inc,No 10-k
1332585,Argyle Security Acquisition Corp,No 10-k
903129,Gentherm Inc,dosenot
812482,Archon Corp,No 10-k
1013794,Arden Realty Inc,No 10-k
1467760,Apollo Commercial Real Estate Finance Inc,dosenot
884731,Ariad Pharmaceuticals Inc,dosenot
1344596,American Railcar Industries Inc,dosenot
879796,Ari Network Services Inc,dosenot
1072343,Arch Chemicals Inc,No 10-k
896665,Blackrock Senior High Income Fund Inc,No 10-k
925662,Arkona Inc,No 10-k
779544,Ark Restaurants Corp,dosenot
827165,American Realty Trust Inc,No 10-k
1102238,American Realty Investors Inc,dosenot
1086600,Alliance Resource Partners LP,dosenot
1303163,Armitage Mining Corp,No 10-k
1211768,Armor Electric Inc,No 10-k
814339,Armanino Foods Of Distinction Inc,No 10-k
1572280,Ares Multi-strategy Credit Fund Inc,No 10-k
1584509,Aramark Holdings Corp,dosenot
1415543,Aurum Explorations Inc,dosenot
1080709,Arena Pharmaceuticals Inc,dosenot
1195116,Arno Therapeutics Inc,dosenot
1168213,Aeropostale Inc,dosenot
1397951,Mount Knowledge Holdings Inc,dosenot
891705,Aero Group Incorporated,No 10-k
717538,Arrow Financial Corp,dosenot
1532750,Atlas Resource Partners LP,dosenot
1548981,American Residential Properties Inc,dosenot
1019695,Arqule Inc,dosenot
1428205,Armour Residential REIT Inc,dosenot
1427433,Arrin Corp,No 10-k
886046,Arrow International Inc,No 10-k
1141107,Arris Group Inc,dosenot
1100412,Array Biopharma Inc,dosenot
202890,Aleris International Inc,No 10-k
1085069,American Security Resources Corp,dosenot
7039,Arabian American Development Co,dosenot
1368582,Arcsight Inc,No 10-k
1419178,Artio Global Investors Inc,dosenot
1129458,Art Boutique Inc,No 10-k
1005010,Arthrocare Corp,dosenot
1095079,Artistdirect Inc,No 10-k
1351197,Artes Medical Inc,No 10-k
1086195,Art Technology Group Inc,No 10-k
1537561,Arch Therapeutics Inc,dosenot
1048982,Artisan Components Inc,No 10-k
1168738,Artfest International Inc,dosenot
790071,Aristotle Corp,No 10-k
863110,Artesian Resources Corp,dosenot
7623,Arts Way Manufacturing Co Inc,dosenot
916529,Arotech Corp,dosenot
1173752,Aruba Networks Inc,dosenot
752391,American Resource Technologies Inc,dosenot
810208,Aurasound Inc,dosenot
772320,Cardium Therapeutics Inc,dosenot
7536,Arrow Electronics Inc,dosenot
795255,Arrow Resources Development Inc,dosenot
61494,Arrow Magnolia International Inc,No 10-k
879407,Arrowhead Research Corp,dosenot
1487990,Aeroflex Holding Corp,dosenot
1037049,Aurora Gold Corp,dosenot
1319439,Adams Respiratory Therapeutics Inc,No 10-k
2601,Aeroflex Inc,No 10-k
1410064,Aryx Therapeutics Inc,No 10-k
7645,Asa LTD,No 10-k
1230869,Asa Gold & Precious Metals LTD,No 10-k
793961,Asa International LTD,No 10-k
8497,Assuranceamerica Corp,dosenot
1104174,Accesspoint Corp,No 10-k
1339854,China Yili Petroleum Co,dosenot
843494,Ascendia Brands Inc,No 10-k
1520300,Asb Bancorp Inc,dosenot
7789,Associated Banc-corp,dosenot
1230833,Asb Holding Co,No 10-k
855574,Ameriana Bancorp,dosenot
944304,Asb Financial Corp,No 10-k
912145,Ameristar Casinos Inc,dosenot
799089,Ascential Software Corp,No 10-k
763245,Beicang Iron & Steel Inc,No 10-k
1437106,Ascent Capital Group Inc,dosenot
1095583,Advanced Switching Communications Inc,No 10-k
836102,Trane Inc,No 10-k
1311735,Frontier Beverage Company Inc,dosenot
1073874,American Sports Development Group Inc,No 10-k
73942,Ohio Art Co,No 10-k
5768,American Science & Engineering Inc,dosenot
1027229,Apt Satellite Holdings LTD,No 10-k
1027240,Apt Satellite Holdings LTD,No 10-k
1349976,American Standard Energy Corp,dosenot
1064025,Af Financial Group,No 10-k
1001258,Asta Funding Inc,dosenot
877931,Vertical Communications Inc,No 10-k
786035,Liberty All Star Growth Fund Inc,No 10-k
890564,On Assignment Inc,dosenot
877476,America Service Group Inc,dosenot
7694,Ashland Inc,No 10-k
1305014,Ashland Inc,dosenot
1120521,Ashcroft Homes Corp,No 10-k
1009891,Air Industries Group,dosenot
810774,Kemper BD Enhanced Sec TR Ser 7 & Ser 8 Total Return,No 10-k
820774,Ashworth Inc,No 10-k
783603,American Safety Insurance Holdings LTD,dosenot
1100969,Asiainfo-linkage Inc,dosenot
1067873,Asi Entertainment Inc,dosenot
7951,Robertson Global Health Solutions Corp,dosenot
1460290,Alaska Pacific Energy Corp,No 10-k
1511161,Astika Holdings Inc,dosenot
1054298,Ask Jeeves Inc,No 10-k
1319849,Liberty All-star Mid Cap Fund,No 10-k
80737,Archstone,No 10-k
1156826,Archstone Smith Trust,No 10-k
1498301,Ascena Retail Group Inc,dosenot
1011060,Advansource Biomaterials Corp,dosenot
1373479,Asianada Inc,No 10-k
913598,Asante Technologies Inc,No 10-k
3133,Amsouth Bancorporation,No 10-k
1409741,Airsharestm Eu Carbon Allowances Fund,No 10-k
878930,American Strategic Income Portfolio Inc,No 10-k
1021917,JV Group Inc,dosenot
886235,Aspect Medical Systems Inc,No 10-k
319458,Enservco Corp,dosenot
1158235,Adsouth Partners Inc,No 10-k
1462418,Altisource Portfolio Solutions SA,dosenot
779390,Aspect Communications Corp,No 10-k
1487198,Aspen Group Inc,dosenot
1314026,Aspreva Pharmaceuticals Corp,No 10-k
1424640,Arista Power Inc,dosenot
860749,Auspex Systems Inc,No 10-k
1070789,Asia Properties Inc,dosenot
1393526,Aspen Racing Stables,No 10-k
707605,Ameriserv Financial Inc,dosenot
1160798,C2e Energy Inc,No 10-k
1001907,Astrotech Corp,dosenot
792987,Astec Industries Inc,dosenot
1063293,Accesstel Inc,No 10-k
1350102,Ascent Solar Technologies Inc,dosenot
887359,Aastrom Biosciences Inc,dosenot
1099066,Astralis LTD,No 10-k
1432967,As Seen On TV Inc,dosenot
884144,Asure Software Inc,dosenot
1404935,Harmonic Energy Inc,exists
875354,AG Services Of America Inc,No 10-k
926763,Asv Inc,No 10-k
1001516,American Southwest Holdings Inc,No 10-k
1441649,American Smooth Wave Ventures Inc,dosenot
1389072,Heartware International Inc,dosenot
8038,Astrex Inc,No 10-k
720500,Amtech Systems Inc,dosenot
909326,Asyst Technologies Inc,No 10-k
65873,Alltel Corp,No 10-k
1419242,Atlantic Power Corp,dosenot
823876,Apogee Technology Inc,dosenot
933405,Atc Technology Corp,No 10-k
898904,Ata Holdings Corp,No 10-k
1002607,Atari Inc,No 10-k
1059142,America First Multifamily Investors LP,dosenot
1305507,Arlington Tankers LTD,No 10-k
1087790,Atlantic Bancgroup Inc,No 10-k
1157758,Cycle Country Accessories Corp,dosenot
1192494,Anticus International Corp,No 10-k
924383,Lrad Corp,dosenot
945989,Astea International Inc,dosenot
1350653,Alphatec Holdings Inc,dosenot
878547,American Technologies Group Inc,No 10-k
885520,Alternative Technology Resources Inc,No 10-k
1310630,Trafalgar Resources Inc,dosenot
710807,Alpha Technologies Group Inc,No 10-k
1003607,Altigen Communications Inc,No 10-k
1574648,Athlon Energy Inc,dosenot
1131096,Athenahealth Inc,dosenot
1136331,Business Development Solutions Inc,dosenot
1140486,Atheros Communications Inc,dosenot
1018963,Allegheny Technologies Inc,dosenot
866121,Alliant Techsystems Inc,dosenot
792449,Atalanta Sosnoff Capital Corp,No 10-k
1464343,Atlanticus Holdings Corp,dosenot
1132651,Ames National Corp,dosenot
948975,Atlantic Realty Trust,No 10-k
1279228,Atlas America Inc,No 10-k
1283810,Atlas America Series 25-2004 A LP,dosenot
1294208,Atlas America Series 25-2004 B LP,dosenot
1294476,Atlas America Public 14-2004 LP,dosenot
1335236,Atlas America Public 15-2005 A LP,dosenot
1336339,Atlas America Public 14-2005 A LP,dosenot
1342514,Atlas America Series 26-2005 LP,dosenot
1347218,Atlas Energy LP,dosenot
1357361,Atlas America Public 15-2006 B LP,dosenot
1374985,Atlas Resources Public 16-2007 A LP,dosenot
1379763,Atlas America Series 27-2006 LP,dosenot
1399541,Atlas Resources Public 17-2008 B LP,dosenot
1399542,Atlas Resources Public 17-2007 A LP,dosenot
1432987,Atlas Resources Public 18-2008 A LP,dosenot
1433833,Atlas Resources Public 18-2009 C LP,dosenot
1487561,Atlas Resources Series 28-2010 LP,dosenot
1041577,Atmi Inc,dosenot
872448,Atmel Corp,dosenot
8302,Atlas Minerals Inc,No 10-k
842695,Avinci Media Corp,No 10-k
892147,Action Performance Companies Inc,No 10-k
1368802,Atlas Energy Resources LLC,No 10-k
879585,Atlantic Tele Network Inc,dosenot
1388320,Actinium Pharmaceuticals Inc,dosenot
108107,Two Women,No 10-k
731802,Atmos Energy Corp,dosenot
1269022,Atomic Paintball Inc,dosenot
1488039,Atossa Genetics Inc,dosenot
1123647,Atp Oil & Gas Corp,dosenot
745543,All State Properties Holdings Inc,dosenot
896622,Aptargroup Inc,dosenot
1323885,Atricure Inc,dosenot
701288,Atrion Corp,dosenot
908598,Aetrium Inc,dosenot
8063,Astronics Corp,dosenot
1016169,Antares Pharma Inc,dosenot
1139650,Altiris Inc,No 10-k
809875,Atrix Laboratories Inc,No 10-k
894081,Air Transport Services Group Inc,dosenot
824068,Ats Medical Inc,No 10-k
23071,Artesyn Technologies Inc,No 10-k
1014052,Digerati Technologies Inc,dosenot
1071157,Astrata Group Inc,No 10-k
893821,Attunity LTD,No 10-k
6955,Actuant Corp,dosenot
860543,China Grand Resorts Inc,dosenot
860554,Brotherhood Bancshares Inc,No 10-k
718877,Activision Blizzard Inc,dosenot
8411,Atwood Oceanics Inc,dosenot
1074436,A21 Inc,No 10-k
25793,Costa Inc,dosenot
1278263,Atx Group Inc,No 10-k
1289046,American Cordillera Mining Corp,dosenot
750574,Auburn National Bancorporation Inc,dosenot
1061288,Chelsea Oil & Gas LTD,dosenot
1086434,Audiocodes LTD,No 10-k
815353,Emerald Dairy Inc,dosenot
859792,Solar Thin Films Inc,No 10-k
1004605,Augment Systems Inc,No 10-k
1137204,Hipcricket Inc,dosenot
8598,Auto Graphics Inc,No 10-k
1063527,August Technology Corp,No 10-k
1145328,Genosys Inc,dosenot
1295803,Aurelio Resource Corp,No 10-k
723639,Ault Inc,No 10-k
1011509,Golden Minerals Co,dosenot
1450708,Aurum Inc,dosenot
1117073,Aurora Metals Bvi LTD,No 10-k
1382943,K-9 Concepts Inc,dosenot
826253,Aura Systems Inc,dosenot
1138830,Authentec Inc,dosenot
351017,Autoinfo Inc,dosenot
1366899,Alpine Resources Corp,No 10-k
1182129,Auxilium Pharmaceuticals Inc,dosenot
1011432,Auxilio Inc,dosenot
1116521,Avaya Inc,dosenot
104918,Avista Corp,dosenot
744218,Celldex Therapeutics Inc,dosenot
1368622,Aerovironment Inc,dosenot
915912,Avalonbay Communities Inc,dosenot
919956,Diversicare Healthcare Services Inc,dosenot
737243,Valentec Systems Inc,No 10-k
315428,Vantage Companies American,No 10-k
1109808,Avocent Corp,No 10-k
5981,American Vanguard Corp,dosenot
1054825,Advanced Technology Industries Inc,No 10-k
1095792,Avalon Digital Marketing Systems Inc,No 10-k
1325879,Aveo Pharmaceuticals Inc,dosenot
1528903,Avg Technologies NV,No 10-k
1119046,Advanced Technologies Group LTD,dosenot
932903,Avigen Inc,No 10-k
1441634,Avago Technologies LTD,dosenot
39677,Av Homes Inc,dosenot
896841,Avid Technology Inc,dosenot
1048701,Avani International Group Inc,No 10-k
1499686,Aviv REIT Inc,dosenot
1219120,Advent Claymore Convertible Securities & Income Fund,No 10-k
701650,Aviall Inc,No 10-k
1096620,Advanced Medical Institute Inc,No 10-k
354699,Advance Nanotech Inc,No 10-k
1161924,Middlebrook Pharmaceuticals Inc,No 10-k
1405045,Anvil Forest Products Inc,No 10-k
858803,Avanir Pharmaceuticals Inc,dosenot
878802,Quadrant 4 Systems Corp,dosenot
1100006,Avenue Group Inc,No 10-k
1377789,Aviat Networks Inc,dosenot
1056794,Avanex Corp,No 10-k
1125051,Manaris Corp,No 10-k
316537,Avoca Inc,No 10-k
1096656,Averox Inc,No 10-k
8868,Avon Products Inc,dosenot
1323639,180 Connect Inc,No 10-k
930817,Avp Inc,No 10-k
1358110,Aventine Renewable Energy Inc,No 10-k
823314,Advanced Energy Recovery Inc,No 10-k
710217,Perceptronics Inc,No 10-k
1285043,Aventine Renewable Energy Holdings Inc,dosenot
